sentiment,entity,directional_word
positive,revenue,increas
positive,revenue,jump
positive,revenue,quicken
positive,revenue,rebound
positive,revenue,recov
positive,revenue,rise
positive,revenue,rose
positive,revenue,step-up
positive,revenue,surg
positive,revenue,up
positive,pay,acceler
positive,pay,advanc
positive,pay,award
positive,pay,better
positive,pay,climb
positive,pay,doubl
positive,pay,faster
positive,pay,gain
positive,pay,grow
positive,pay,higher
positive,pay,increas
positive,pay,jump
positive,pay,quicken
positive,pay,rebound
positive,pay,recov
positive,pay,rise
positive,pay,rose
positive,pay,step-up
positive,pay,surg
positive,pay,up
positive,profit,acceler
positive,profit,advanc
positive,profit,award
positive,profit,better
positive,profit,climb
positive,profit,doubl
positive,profit,faster
positive,profit,gain
positive,profit,grow
positive,profit,higher
positive,profit,increas
positive,profit,jump
positive,profit,quicken
positive,profit,rebound
positive,profit,recov
positive,profit,rise
positive,profit,rose
positive,profit,step-up
positive,profit,surg
positive,profit,up
positive,drug,acceler
positive,drug,advanc
positive,drug,award
positive,drug,better
positive,drug,climb
positive,drug,doubl
positive,drug,faster
positive,drug,gain
positive,drug,grow
positive,drug,higher
positive,drug,increas
positive,drug,jump
positive,drug,quicken
positive,drug,rebound
positive,drug,recov
positive,drug,rise
positive,drug,rose
positive,drug,step-up
positive,drug,surg
positive,drug,up
positive,ceo,acceler
positive,ceo,advanc
positive,ceo,award
positive,ceo,better
positive,ceo,climb
positive,ceo,doubl
positive,ceo,faster
positive,ceo,gain
positive,ceo,grow
positive,ceo,higher
positive,ceo,increas
positive,ceo,jump
positive,ceo,quicken
positive,ceo,rebound
positive,ceo,recov
positive,ceo,rise
positive,ceo,rose
positive,ceo,step-up
positive,ceo,surg
positive,ceo,up
positive,group,acceler
positive,group,advanc
positive,group,award
positive,group,better
positive,group,climb
positive,group,doubl
positive,group,faster
positive,group,gain
positive,group,grow
positive,group,higher
positive,group,increas
positive,group,jump
positive,group,quicken
positive,group,rebound
positive,group,recov
positive,group,rise
positive,group,rose
positive,group,step-up
positive,group,surg
positive,group,up
positive,share,constrain
positive,share,deceler
positive,share,declin
positive,share,decreas
positive,share,down
positive,share,drop
positive,share,fall
positive,share,fell
positive,share,slower
positive,share,weaken
positive,share,weaker
positive,britain,constrain
positive,britain,deceler
positive,britain,declin
positive,britain,decreas
positive,britain,down
positive,britain,drop
positive,britain,fall
positive,britain,fell
positive,britain,slower
positive,britain,weaken
positive,britain,weaker
positive,glencore,constrain
positive,glencore,deceler
positive,glencore,declin
positive,glencore,decreas
positive,glencore,down
positive,glencore,drop
positive,glencore,fall
positive,glencore,fell
positive,glencore,slower
positive,glencore,weaken
positive,glencore,weaker
positive,sale,constrain
positive,sale,deceler
positive,sale,declin
positive,sale,decreas
positive,sale,down
positive,sale,drop
positive,sale,fall
positive,sale,fell
positive,sale,slower
positive,sale,weaken
positive,sale,weaker
positive,dividend,constrain
positive,dividend,deceler
positive,dividend,declin
positive,dividend,decreas
positive,dividend,down
positive,dividend,drop
positive,dividend,fall
positive,dividend,fell
positive,dividend,slower
positive,dividend,weaken
positive,dividend,weaker
positive,shire,constrain
positive,shire,deceler
positive,shire,declin
positive,shire,decreas
positive,shire,down
positive,shire,drop
positive,shire,fall
positive,shire,fell
positive,shire,slower
positive,shire,weaken
positive,shire,weaker
positive,barclays,constrain
positive,barclays,deceler
positive,barclays,declin
positive,barclays,decreas
positive,barclays,down
positive,barclays,drop
positive,barclays,fall
positive,barclays,fell
positive,barclays,slower
positive,barclays,weaken
positive,barclays,weaker
positive,sabmiller,constrain
positive,sabmiller,deceler
positive,sabmiller,declin
positive,sabmiller,decreas
positive,sabmiller,down
positive,sabmiller,drop
positive,sabmiller,fall
positive,sabmiller,fell
positive,sabmiller,slower
positive,sabmiller,weaken
positive,sabmiller,weaker
negative,price,constrain
negative,price,deceler
negative,price,declin
negative,price,decreas
negative,price,down
negative,price,drop
negative,price,fall
negative,price,fell
negative,price,slower
negative,price,weaken
negative,price,weaker
negative,stock,constrain
negative,stock,deceler
negative,stock,declin
negative,stock,decreas
negative,stock,down
negative,stock,drop
negative,stock,fall
negative,stock,fell
negative,stock,slower
negative,stock,weaken
negative,stock,weaker
negative,tesco,constrain
negative,tesco,deceler
negative,tesco,declin
negative,tesco,decreas
negative,tesco,down
negative,tesco,drop
negative,tesco,fall
negative,tesco,fell
negative,tesco,slower
negative,tesco,weaken
negative,tesco,weaker
negative,year,constrain
negative,year,deceler
negative,year,declin
negative,year,decreas
negative,year,down
negative,year,drop
negative,year,fall
negative,year,fell
negative,year,slower
negative,year,weaken
negative,year,weaker
negative,ftse,constrain
negative,ftse,deceler
negative,ftse,declin
negative,ftse,decreas
negative,ftse,down
negative,ftse,drop
negative,ftse,fall
negative,ftse,fell
negative,ftse,slower
negative,ftse,weaken
negative,ftse,weaker
negative,revenue,constrain
negative,revenue,deceler
negative,revenue,declin
negative,revenue,decreas
negative,revenue,down
negative,revenue,drop
negative,revenue,fall
negative,revenue,fell
negative,revenue,slower
negative,revenue,weaken
negative,revenue,weaker
negative,pay,constrain
negative,pay,deceler
negative,pay,declin
negative,pay,decreas
negative,pay,down
negative,pay,drop
negative,pay,fall
negative,pay,fell
negative,pay,slower
negative,pay,weaken
negative,pay,weaker
negative,profit,constrain
negative,profit,deceler
negative,profit,declin
negative,profit,decreas
negative,profit,down
negative,profit,drop
negative,profit,fall
negative,profit,fell
negative,profit,slower
negative,profit,weaken
negative,profit,weaker
negative,drug,constrain
negative,drug,deceler
negative,drug,declin
negative,drug,decreas
negative,drug,down
negative,drug,drop
negative,drug,fall
negative,drug,fell
negative,drug,slower
negative,drug,weaken
negative,drug,weaker
negative,ceo,constrain
negative,ceo,deceler
negative,ceo,declin
negative,ceo,decreas
negative,ceo,down
negative,ceo,drop
negative,ceo,fall
negative,ceo,fell
negative,ceo,slower
negative,ceo,weaken
negative,ceo,weaker
negative,group,constrain
negative,group,deceler
negative,group,declin
negative,group,decreas
negative,group,down
negative,group,drop
negative,group,fall
negative,group,fell
negative,group,slower
negative,group,weaken
negative,group,weaker
negative,share,acceler
negative,share,advanc
negative,share,award
negative,share,better
negative,share,climb
negative,share,doubl
negative,share,faster
negative,share,gain
negative,share,grow
negative,share,higher
negative,share,increas
negative,share,jump
negative,share,quicken
negative,share,rebound
negative,share,recov
negative,share,rise
negative,share,rose
negative,share,step-up
negative,share,surg
negative,share,up
negative,britain,acceler
negative,britain,advanc
negative,britain,award
negative,britain,better
negative,britain,climb
negative,britain,doubl
negative,britain,faster
negative,britain,gain
negative,britain,grow
negative,britain,higher
negative,britain,increas
negative,britain,jump
negative,britain,quicken
negative,britain,rebound
negative,britain,recov
negative,britain,rise
negative,britain,rose
negative,britain,step-up
negative,britain,surg
negative,britain,up
negative,glencore,acceler
negative,glencore,advanc
negative,glencore,award
negative,glencore,better
negative,glencore,climb
negative,glencore,doubl
negative,glencore,faster
negative,glencore,gain
negative,glencore,grow
negative,glencore,higher
negative,glencore,increas
negative,glencore,jump
negative,glencore,quicken
negative,glencore,rebound
negative,glencore,recov
negative,glencore,rise
negative,glencore,rose
negative,glencore,step-up
negative,glencore,surg
negative,glencore,up
negative,sale,acceler
negative,sale,advanc
negative,sale,award
negative,sale,better
negative,sale,climb
negative,sale,doubl
negative,sale,faster
negative,sale,gain
negative,sale,grow
negative,sale,higher
negative,sale,increas
negative,sale,jump
negative,sale,quicken
negative,sale,rebound
negative,sale,recov
negative,sale,rise
negative,sale,rose
negative,sale,step-up
negative,sale,surg
negative,sale,up
negative,dividend,acceler
negative,dividend,advanc
negative,dividend,award
negative,dividend,better
negative,dividend,climb
negative,dividend,doubl
negative,dividend,faster
negative,dividend,gain
negative,dividend,grow
negative,dividend,higher
negative,dividend,increas
negative,dividend,jump
negative,dividend,quicken
negative,dividend,rebound
negative,dividend,recov
negative,dividend,rise
negative,dividend,rose
negative,dividend,step-up
negative,dividend,surg
negative,dividend,up
negative,shire,acceler
negative,shire,advanc
negative,shire,award
negative,shire,better
negative,shire,climb
negative,shire,doubl
negative,shire,faster
negative,shire,gain
negative,shire,grow
negative,shire,higher
negative,shire,increas
negative,shire,jump
negative,shire,quicken
negative,shire,rebound
negative,shire,recov
negative,shire,rise
negative,shire,rose
negative,shire,step-up
negative,shire,surg
negative,shire,up
negative,barclays,acceler
negative,barclays,advanc
negative,barclays,award
negative,barclays,better
negative,barclays,climb
negative,barclays,doubl
negative,barclays,faster
negative,barclays,gain
negative,barclays,grow
negative,barclays,higher
negative,barclays,increas
negative,barclays,jump
negative,barclays,quicken
negative,barclays,rebound
negative,barclays,recov
negative,barclays,rise
negative,barclays,rose
negative,barclays,step-up
negative,barclays,surg
negative,barclays,up
negative,sabmiller,acceler
negative,sabmiller,advanc
negative,sabmiller,award
negative,sabmiller,better
negative,sabmiller,climb
negative,sabmiller,doubl
negative,sabmiller,faster
negative,sabmiller,gain
negative,sabmiller,grow
negative,sabmiller,higher
negative,sabmiller,increas
negative,sabmiller,jump
negative,sabmiller,quicken
negative,sabmiller,rebound
negative,sabmiller,recov
negative,sabmiller,rise
negative,sabmiller,rose
negative,sabmiller,step-up
negative,sabmiller,surg
negative,sabmiller,up
