headline,label
persimmon shares nudge higher as housebuilder sees strong 2014,positive
morrisons store closures: 900 jobs to go as 11 branches are closed due to,negative
astrazeneca teams with daiichi sankyo to sell movantik in us,positive
standard chartered ceo peter sands to resign after unrest at bank,negative
direct line rings up higher profit,positive
sainsbury chief warns of squeeze on high street retailers,negative
valeant ceo pledges to heed critics after painful experience,negative
update 3 bp settles oil spill related claims with halliburton transocean,negative
diageo heineken exchange emerging market brewing assets,positive
dixons carphone profit boost on strong sales,positive
shell seeks to remove greenpeace activists from oil rig,negative
ab inbev holds talks with regulators about california deals,negative
glencore shares enjoy bounce back after hong kong led surge,positive
standard chartered misses estimates in sands s last results,negative
itv acquires poldark production company mammoth screen,positive
astrazeneca to buy zs pharma for $2 7 billion,positive
four former barclays bankers jailed over libor,negative
astrazeneca s good deal turns bad,negative
us urges final approval of $20 billion bp oil spill pact,negative
update 1 norway s statoil shakes up top management replaces cfo,negative
companiesmorrison evicted from ftse 100 as worldpay joins,negative
l&g still paying price for dividend cut during crisis chief says,negative
3g capital warren buffett s favorite partner in deals worth billions,positive
fda panel backs glaxo asthma drug for adults not adolescents,positive
royal mail chairman donald brydon set to step down,negative
should you buy jumbo yielders british american tobacco plc centrica plc & john wood group plc,positive
update 1 petrofac posts net loss hurt by shetland islands project costs,negative
clinigen chosen by astrazeneca to manage access programme for next,positive
gsk and novartis complete deals to reshape both drugmakers,positive
sse cuts gas prices by 4 1 to become fifth of big six providers to slash energy,negative
breakingviews: iag can pay more for aer lingus,positive
update 1 bg group s record output limits oil price fallout,positive
standard life slips as greek worries peg back britain s ftse,negative
militants fire rockets at algerian bp statoil gas plant no casualties,negative
severn trent share price jumps as canadian investor renews pursuit of utility,positive
we d support hsbc leaving london says standard life,positive
failure of leadership behind tesco troubles says former ceo leahy,negative
rbi surprises street; sensex pares gains after hitting mount 30k,positive
update 1 rbs raising $3 1 billion through issue of coco bonds,positive
us stocks wall st rises on berkshire deal china stimulus hopes,positive
berkshire seeks to boost its wells fargo stake above 10 percent,positive
ftse slide halted by bp s â£12bn us settlement london report,negative
bidders abandon auction of tesco data unit,negative
warren buffett s awesome feat at berkshire hathaway revisited,positive
bp chairman defends ceo bob dudley s pay increase,positive
asahi could be about to snap up more of sabmiller s beers ahead of ab inbev sale,positive
astrazeneca shares climb 3 as drug maker ups profits forecasts,positive
insight hires aviva s david hillier for multi asset team,positive
lloyds sells irish loan portfolio for â£827m,positive
sharm el sheikh: easyjet axes all flights to egypt s leading holiday resort,negative
uk regulators license bat e cigarette as quit smoking medicine,positive
glencore sells $2 5 billion stake in agriculture unit,positive
centrica urges policy overhaul as it warns of looming gap in uk energy supplies,negative
glaxosmithkline rebound gathering pace says outgoing ceo,positive
borealis infrastructure putting together new severn trent bid,positive
weir group sees continued fall in orders from oil and gas business,negative
unilever posts weaker than expected fourth quarter,negative
astrazeneca investment eats into profit,negative
astrazeneca heart drug boosted by major clinical trial success,positive
glencore sells shares to raise $2 5 billion and reduce debt,positive
l&g fund arm nikko asset management sign bond fund distribution deal,positive
earnings surge as fund manager schroders reports a record year,positive
arm shrugs off smartphone slowdown as newer designs win share,positive
standard life impresses as fee based products offset annuities slump,positive
us cancels arctic offshore lease sale after shell drops interest,negative
associated british foods profit hit by strong sterling tough sugar business,negative
astrazeneca sells us drug rights to perrigo for $380 mln,positive
update 1 britain s tullow says makes new oil find in kenya,positive
saudi aramco shell plan to break up motiva divide up assets,negative
intercontinental exchange opts not to bid for london stock exchange,negative
britain s ftse hits three week low as financials tesco fall,negative
glencore launches refinancing of credit line,positive
ab inbev to sell peroni and grolsch,positive
tesco closes in on new chairman with dixons carphone s john allan in the frame,positive
ftse 100 movers: bg group leads the charge as resource stocks jump,positive
companiesab inbev signals it won t go hostile for sabmiller,positive
chipotle sales plunge as troubled chain gets federal subpoena,negative
philippines san miguel says to partner with kirin if it bids for sabmiller s,positive
renewed ab inbev bid for sabmiller ups stake in beer battle,positive
nyse owner ice considers offer for lse,positive
update 1 uk to start selling remaining royal mail shares,negative
cuadrilla chief francis egan: scaremongering fracking opponents make me angry,negative
companiestesco bumps up pay for store staff,positive
stanchart announces $5 1 billion capital raising plan posts q3 loss,negative
ceos of bpm ubi meet italy econ minister as m&a talk heats up,positive
standard life hit by unprecedented number of calls on pension freedoms,negative
bhp billiton slashes dividend posts $5 67 billion net loss,negative
us walrus protections hit shell s arctic drilling plan,negative
glaxo s viiv healthcare signs china manufacturing deal with desano,positive
intercontinental hotels denies reports of starwood merger talks,negative
entertainment one dispels itv takeover rumours,positive
stakes high for astrazeneca heart drug facing tough competition,negative
marketsus industrials lag as barclays dims view,negative
aviva plans to up pay out ratio says too soon to judge brexit impact,positive
shell challenges exxon dominance with 47 billion pound bid for bg,positive
glaxosmithkline s ceo witty to bow out in march 2017,negative
oil giant shell to cut around 2800 jobs amid bg takeover,negative
australia clears ab inbev s $100 billion sabmiller buyout plan,positive
britain s ftse eyes 7th straight daily rise; wolseley lags,negative
teva: fda approves generic version of astrazeneca heartburn drug,positive
helge lund moves to bg a month early,positive
sse faces profiteering accusations despite 5 3 cut in gas charges,negative
marketsubs goldman sachs cut metals forecasts,negative
bhp billiton says no settlement yet on brazil dam disaster,negative
glencore shares rally after miner hits back,positive
us sanctions put gazprom shell alliance plans in jeopardy,negative
aggreko says first half profits will be lower as the oil price rout claims its latest victim,negative
companiescentrica shares drop 7 amid capital raise,negative
news feedftse 100 movers: standard chartered lifted while astrazeneca sinks,positive
struggling morrisons pays out â£3m to sacked boss dalton philips â€ with more to,negative
glencore sells agri unit stake for $2 5 billion to canadian pension fund,positive
former schroders trader sentenced to 2 years in prison,negative
royal dutch shell posts rise in earnings despite lower oil prices,positive
shell offers 50 percent premium to buy bg for $70 billion,positive
astrazeneca weighing up acerta bid to secure blood cancer drug,positive
brief legal & general s retirement business books 4 billion stg h1 sales,positive
sab s chairman digs in with board divided on inbev offer,positive
tesco made a bit of a crucial error in this promotion for ramadan,negative
meggitt agrees to buy us aerospace component firm for $340 million,positive
bhp residents brace as cyclone stan nears australian coast,negative
fda approves shire s vyvanse for binge eating disorder,positive
are arm holdings plc domino s pizza group plc and asos plc 3 must have growth stocks,neutral
update 2 prudential will see strong first half earnings outgoing ceo says,positive
market report: eight day rally ends for ftse 100 and standard chartered,positive
aviva weighs cash handout after beating profit forecast,positive
cuadrilla and protesters await lancashire fracking decision,negative
prudential knocked after investors withdraw â£3 9bn from m&g,negative
glencore slashes 2015 capex budget as annual profits slip 2,negative
standard life stands tall amid pension reform,positive
sotheby s chairman takes his final sale,negative
the uk government s call to sell shares in royal bank of scotland group plc,negative
smith & nephew recalls hip replacement components,negative
diageo receives reports from united spirits on financial irregularities involving,negative
cftc fines barclays $560000 for inaccurate swaps position reports,negative
tesco share price closes higher as two more directors leave grocer,positive
friday papers: sir philip green sells bhs for â£1,positive
wolseley profit up 18 warns on revenue growth,positive
astrazeneca wins us approval for longer use of blood thinner,positive
anheuser busch inbev increases offer for rival sabmiller,positive
uk s morrisons in talks to sell convenience stores source,negative
greene king s third quarter sales boosted by festive season,positive
kingfisher set to open another 200 screwfix stores,positive
bhp billiton share price: brazil to sue samarco for â£3 5bn,negative
whitbread boss andy harrison defends sales fall as just a blip,negative
prudential capital ratio beats forecasts confirms uk head,positive
credit checker experian reports fall in full year profit,negative
britain s ftse steadies below record high bhp gains,positive
passengers rise at easyjet and aer lingus,positive
barclays poaches new chief operating officer paul compton from jp morgan chase,positive
bhp billiton drags ftse lower after slashing dividend,negative
tesco says recovery on track asks investors to be patient,positive
national grid profit up 15 ; gas sale on track,positive
falling oil prices hurt hunting weir group,negative
standard life shuts â£2 9bn property fund after investors rush to withdraw money post brexit,negative
european stocks hover near 3 week low dialog and bhp slump,negative
companiesrbs pulls a surprise: a 27 jump in profits,positive
berkshire applies to boost wells fargo stake above 10 percent,positive
former aviva investors analyst mothahir miah banned and fined â£139000 by fca,negative
sir ken morrison has taken a â£6m stake in rival sainsbury s,positive
rio tinto reaffirms goal for iron ore output,positive
barclays picks ex jpmorgan exec staley as new ceo to start dec 1,neutral
unilever head s resignation sparks spinoff talk,positive
tesco share price dips as blinkbox books closes ending supermarket s digital,negative
ruling sets lower limit on potential fine for bp,negative
barclays names mike bagguley as chief operating officer of investment bank,neutral
companiestesco sends supermarket shares to top of ftse,positive
is it worth investing in tesco plc and prudential plc now,positive
commentopening quote: pay day moans; profits slump for lloyds; mars mission,negative
wpp s sir martin sorrell is highest paid ftse 100 chief executive,positive
united utilities full year underlying operating profit falls 9 percent,negative
glencore chief blames rivals overproduction for share price fall,negative
rbs chairman admits surprise at size of regulatory penalties,negative
can standard chartered plc bp plc & burberry group plc keep charging,neutral
standard chartered faces fresh claims of iran sanctions violations,negative
marketsbp promotes upstream boss to deputy ceo,positive
france raises concerns over proposed lse deutsche boerse deal,negative
refile bp agrees uk gas pipeline stake sale to infrastructur,positive
astrazeneca sells us gout drug rights to ironwood for up to $265 million,positive
update 3 barclays sells italian branches to mediobanca at a loss,positive
fitch: citi s 1q 15 reports much improved results,positive
shell plans to shed 2800 jobs after buying bg group,negative
bg group ships first lng from queensland curtis,positive
uk serious fraud office seeks retrial of two former barclays libor traders,negative
astrazeneca in talks to buy cancer drug developer acerta pharma,positive
stanchart capital raising would be major surprise investor aberdeen,positive
water utility severn trent ups savings forecast fy profit falls,positive
can bp restore its lost luster,negative
sharm el sheikh travel disruption: british airways easyjet thomson and,negative
pfizer to cut 120 jobs with closure of cambridge r&d centre,negative
rio approves $5 3 billion oyu tolgoi copper mine expansion,positive
update 1 bp reports worst annual loss in at least 20 years cuts more jobs,negative
standard chartered considering move from uk,positive
lloyds to cut 945 jobs as part of three year restructuring strategy,negative
glaxosmithkline set to complete $20 billion novartis asset swap next week,positive
trading expertbroker recommendationsubs ups rbs to buy as it re initiates coverage on uk banks,positive
barclays considers acquisition to help split off retail arm,positive
ab inbev to sell sabmiller stake in china s snow beer,positive
barclays said to shrink bonus pool to less than 2 billion pounds,positive
doubts grow over glaxosmithkline s $6 bln capital return plan,negative
standard life share price: group gets approval to hike stake in india jv,positive
buffett talks wind energy coca cola at berkshire meeting,positive
italy probes shell s role in purchase of nigerian oil block,negative
shell and bg shareholders to vote on deal at end of january,neutral
ab inbev offers sabmiller $3 billion breakup fee,positive
the latest: buffett says cuts will pay off at kraft heinz,positive
tesco asda sales fall as march of the discounters continues kantar,negative
sainsbury s pressed to raise bid for home retail group,negative
sales boost for new morrisons chief david potts as tesco turnaround stalls,negative
united utilities fy profit up 3 5 ; to boost capex,positive
tesco share price jumps as q3 sales top estimates,positive
companiesglencore s annual results beat forecasts,positive
tesco bans sugary drinks in â€œchildhood obesity driveâ€퀀,positive
whitbread profit up as sales continue to rise looking for new ceo,positive
london open: taylor wimpey and ashtead drive markets higher barclays falls,positive
ex barclays trader johnson pleaded guilty to libor fixing,negative
auto trader share price surges as company floats on lse,positive
glencore slumps 25 pct as debt fears grow,negative
imi posts drop in first quarter organic revenue; warns on full year,negative
johnson matthey sells research chemicals unit to thermo scientific,positive
fda panel backs safety updates for astrazeneca takeda drugs,negative
tesco mobile is offering you cash back in exchange for looking at ads,positive
update: easyjet passenger numbers aer lingus traffic up in february,positive
royal mail johnson matthey lead ftse lower,negative
bae systems lines up oil exec woodburn as next ceo source,positive
aberdeen asset management gains foothold in china,positive
glaxosmithkline share price slips as fda okays asthma therapy only for adults,negative
shell s profits hit by further slide in oil prices,negative
investors remain skeptical about shell bg deal,negative
bbcn bancorp to buy wilshire bancorp in $1 bln deal,positive
britain s ftse lifted by solid kingfisher,positive
barclays credit suisse strike record deals with sec ny over dark pools,negative
astrazeneca bags another cancer drug deal this time with inovio,positive
berkshire hathaway s 4q profit declines 17 percent,negative
update 1 lloyds to cut 945 jobs as part of 3 year restructuring plan,negative
diageo sells wine businesses for 320m pounds,positive
companies raise less money on london stock exchange in 2015,negative
bt group s third quarter revenues rise as restructure unveiled,positive
bp agrees to $18 7b penalty for oil spill; the tricky science behind,negative
standard chartered shifts emerging markets strategy after losses,negative
eli lilly & co lly has broken out to a new high on astrazeneca collaboration,positive
crown castle buys tower development corp for $461 million,positive
britain s ftse bounces back mondi and barratt lead,positive
mongolia and rio tinto agree $5bn oyu tolgoi mine expansion,positive
companiestesco sheds harris & hoole coffee shops,positive
bae systems cuts earnings target for 2015 and 370 jobs,negative
industry newswhitbread sales sink in fourth quarter on costa slowdown,negative
smith & nephew 2015 trading profit beats expectations,positive
shire rises as dry eye treatment sails through trial,positive
update 1 shire steps up drive to get baxalta talking after $30 bln bid,positive
companiesroyal mail stake sale delivers â£750m for taxpayer,negative
glencore to refinance its short term debt early shares rise,positive
indy future in doubt as johnston press lines up deal for i,positive
royal mail and workers union agree pay deal,positive
amazon s grocery deal with morrisons is only the beginning,positive
tesco sale is asia s biggest private equity deal,positive
ftse led lower by m&s glaxosmithkline,negative
dixons carphone profit beats forecast in first year since merger,positive
astrazeneca suffers setback after drug fails to treat eye cancer,negative
diageo and carlsberg hit as russians suffer from oil price collapse and rouble,negative
london midday briefing: kingfisher s french expansion hits the rocks,negative
ftse falls to 3 month low on greek debt concerns easyjet skids,negative
germanwings disaster will not affect image of budget air travel easyjet,positive
buffett s company reports 37 percent drop in 2q earnings,negative
companiescompass serves up half year profit rise,positive
ab inbev approaches sabmiller to explore $250bn tie up,positive
barclays plc & lloyds banking group plc are the 2 banks i d buy today,positive
tesco said to discuss central and eastern european unit sale,positive
exclusive bp china s cnpc to unveil oil alliance sources,positive
update 3 barclays fined for lax crime checks in deal of century,negative
ao world shares tumble on profit warning,negative
easyjet targets business travellers with new perks,positive
glencore blames rivals for creating metals glut,negative
sainsbury s share price: grocer launches click and collect,positive
uk government sells more lloyds shares cuts stake to below 12 percent,negative
update 2 pricey beers lift sabmiller s quarterly underlying sales,positive
dave lewis admits long road ahead for tesco recovery,negative
tesco share price: korean currency slide may hit homeplus sale plans,negative
antofagasta sees lower cash costs in 2015 quick facts,positive
u k stocks little changed near record as barclays shell fall,negative
corrected shire to buy dyax for about $5 9 bln,positive
easyjet to pass on lower fuel prices to customers,positive
uk s ftse hits new record highs as crh climbs,positive
ftse edges up as investors cheer kingfisher results,positive
eu regulators clear $100 billion plus ab inbev sabmiller deal,positive
brewer ab inbev seeks $275 bln tie up with sabmiller,positive
british american tobacco first half sales hurt by currency moves,negative
pearson in talks to sell its stake in the economist group,positive
valeant astrazeneca strike psoriasis drug deal,positive
friends life lifts profits 38 and hikes divi ahead of proposed aviva takeover,positive
refile hikma and barclays help britain s ftse to climb higher,positive
glencore shares hit 3 month high after refinancing key credit line,positive
city spirits sink after diageo comes up short with sales slide,negative
persimmon sees post election pick up,positive
lloyds returns â£13bn to uk taxpayer,negative
rsa insurance hires towergate s egan as chief financial officer,positive
companiessanofi poaches immunology expert from astrazeneca,negative
royal dutch shell plc: shell updates on alaska exploration,neutral
how kraft heinz merger came together in speedy 10 weeks,positive
update 1 astrazeneca potassium drug delayed by manufacturing snag,negative
exclusive britain targets sale of half its rbs stake in two years: sources,negative
miners meltdown as bhp to rio tinto sink in commodities rout,negative
companies thetrainline com announces arrival of london ipo,positive
glencore tells investors it is on track to reduce debt: barclays,positive
shell to go ahead with petrochemical plant in pennsylvania,positive
bae systems banks on us defence spending to fix sales slide,negative
morrisons finance chief to fill gap as ceo leaves early,negative
bhp billiton to lower copper production costs,positive
aberdeen to raise 100 mln stg to seed new funds,positive
travis perkins hikes dividend 20 as profit and revenue rise,positive
payout from bp oil spill settlement tops $5 billion,negative
hargreaves landown slides on trading update,negative
itv share price: group mulls takeover of canada s entertainment one,positive
companiesex city watchdog turner joins prudential board,neutral
rbs share price: group plans to slash 600 jobs,negative
astrazeneca digs into precision medicine with lung heart deals,positive
hsbc hit by fresh details of tax evasion claims,negative
royal mail hands chief executive moya greene a 13 rise in her pay package,positive
tullow oil eyes lower earnings as output falls,negative
fca set to fine lloyds record â£100m over ppi,negative
britain s ftse rises led up by glencore surge,positive
glencore sells agriculture stake for $2 5bn,positive
report: financial times up for sale,negative
morrisons and debenhams surprise city with christmas bounce back,positive
barclays hit with record fine as six banks settle forex scandal,negative
no pay hikes this year at rio tinto as mining slump bites,negative
rio tinto ceo sam walsh rejects fears over china growth demand,positive
johnson matthey revs up on clean air drive,positive
berkshire shareholders pepper warren buffett with some hard questions,negative
berkshire bought apple stake at $99 49 a share filing shows,positive
uk government cuts stake in lloyds to below 11 percent,negative
eurozone bank lending continues to recover slowly barclays says,positive
update 3 buffett s berkshire raises oil bet with kinder morgan stake,positive
reaching new depths: glencore s $5bn loss,negative
closely watched astrazeneca cancer drug fails in mesothelioma,negative
shire share price: group releases full year results,positive
top news: barclays profit depressed by foreign exchange provisions,negative
osborne extends lloyds sell off plan,negative
meggitt share price tumbles as profit falls in challenging year,negative
industry newspetrofac secures $250m north sea contract,positive
bp asks for lower fine in penalty phase of gulf spill trial,negative
bpi says caixabank isabel dos santos reach agreement over angola exposure,positive
update 6 royal dutch shell pulls plug on arctic exploration,negative
britain s ftse buoyed by admiral building sector gains,positive
after barclays and bank of america citigroup has blockchain in sight,positive
intertek hit by pound strength oil & gas slowdown; still ups dividend,negative
tesco to close remaining homeplus stores in uk,negative
news feedschroders books solid earnings growth several board changes,positive
astrazeneca s medimmune inks licensing deal with omnis pharmaceuticals,positive
fca bans former rbs libor submitter,negative
press: hsbc chairman hints bank may retain uk domicile tel,positive
national grid s pretax profit rises 15 percent,positive
bp set to cut hundreds of jobs at north sea operations,negative
fda approves astrazeneca drug for advanced lung cancer,positive
tesco to pay â£8m to settle class action lawsuit after accounting scandal,negative
despite sales growth uk s tesco cautions recovery to be bumpy,negative
amazon to attack uk grocery market with morrisons deal,positive
itv to pursue takeover of canada s entertainment one: bloomberg,positive
companiespound to boost abf for now but mixed impact ahead,positive
uk s osborne may sell state owned rbs shares at a loss paper,negative
analyst views: astrazeneca shares have seen recent volatility; what will 2015,negative
ihg agrees $938 sale of intercontinental hong kong,positive
caixabank dos santos agree on plan for bpi angola exposure,negative
meggitt acquires cobham advanced composites unit for usd200 million,positive
bp to pay investors $175m over gulf spill claims,negative
easyjet traffic hit by air traffic controller strikes and terrorism,negative
press: uk government would oppose any bp takeover ft,negative
fastjet slams easyjet founder stelios for going public is taking legal advice over letter about contractual,negative
glencore fight back over debt fears lifts shares,positive
associated british foods helps ftse to rebound,positive
greenpeace protest of bp forces british museum to close,negative
novo nordisk and astrazeneca seek tonic from key drug trials,positive
beach holiday demand helps lift clouds for easyjet,positive
wolseley says nicholls won t join as finance chief,negative
sophos aims to raise $100m in london ipo,positive
tushar morzaria is bookies favourite to be new barclays chief executive,neutral
morrisons share price: founder s son to assist ceo with turnaround,positive
update: peter long to be chairman of both royal mail and tui ag,neutral
press: us high frequency lawsuit against barclays dismissed reuters,positive
astrazeneca s patent on asthma drug invalidated by us court,negative
barclays settles with us investors over libor manipulation,positive
ackman in email says supports valeant ceo pearson,positive
ge to sell majority stake in bank bph s core bank to alior bank,positive
update 1 gsk linked investigator freed early from china jail source,positive
sports direct shares tumble as founder ashley sells shares,negative
shropshire and mid wales trains to be hit again in new strike by arriva drivers,negative
gkn to buy fokker technologies for 706 mln euros,positive
astrazeneca s $727 million play to do away with chemotherapy,positive
unilever continues to battle soft demand,negative
hsbc preparing job cuts that may target 20000 workers sky says,negative
trlpc crh backs lafarge holcim asset buy with 6 5 bln euro bridge loan,positive
moves ex shadow minister mcclymont joins aberdeen asset management,positive
centrica share price: british gas under fire despite 5 price cut,negative
update 5 sabmiller rejects ab inbev s $104 bln takeover approach,negative
lloyds banking group to cut 640 jobs and close 23 branches,positive
marketsproperty stocks under pressure after standard life fund move,negative
bloomberg buys barclays benchmarking business,positive
broker tips: rbs croda sage,positive
london stock exchange group s quarterly revenue rises 12 percent,positive
update 1 glencore flags sale of some australia chile assets,positive
lloyds bank is said to face potential fine over handling of insurance complaints,negative
royal bank of scotland becomes facebook customer,positive
meggitt plc crashes 20 on profit warning: is it now a buy,negative
bhp billiton posts big loss slashes dividend,negative
companiessmith & nephew flops 6 8 to foot of ftse 100,negative
rio tinto swings to loss drops dividend policy,negative
philip morris bat sue over law taking branding off packs,negative
sse to shut coal fired plant amid shift to gas renewable energy,positive
bhp s iron ore outlook holds little cheer for small miners,negative
update 3 stifel to buy former lehman brokerage from barclays,positive
severn trent profit offsets interest rate swap losses,positive
sunday papers: shire told to raise its offer by baxalta investors,positive
barclays raises 603 million pounds from african business share sale,positive
activist fund tci backs german takeover of london stock exchange,positive
diageo shares surge on report of possible takeover by lemann,positive
industry newswolseley confident in reslilience amid mixed markets,positive
can christmas save sainsbury s plc and tesco plc,negative
hsbc standard chartered lead asia bank rout as u k votes out,negative
south africa approves sabmiller coke bottling deal with conditions,positive
diageo offloads major wine interests,negative
glaxosmithkline hails progress with lung disease treatment,positive
update 2 ab inbev launches sab bid to sell millercoors stake,negative
insight britain s bank tax jump threatens to push hsbc stanchart to new home,negative
astrazeneca explores potential deal with acerta for cancer drug,positive
norway s sovereign wealth fund says backed shell ceo s pay,positive
companiesuk government lines up â£2bn lloyds retail share sale,negative
britain s ftse led lower by itv william hill,negative
tesco sales deteriorate ahead of crucial christmas period,negative
barclays bonds rise as lender cuts dividends to shore up capital,positive
astrazeneca share price: acerta deal pays off with orphan drug status,positive
tsb boss: current account switching must be simpler,negative
u k stocks resume gains to rally to record; crh tullow climb,positive
intertek profit up 16 1 ; expects to meet forecast,positive
bae systems s sales boosted by european typhoon and currencies,positive
bunzl backs 2015 view buys more businesses,positive
blueprint receives fda nod to proceed with clinical trials for 2 drug,positive
companiesunilever sales lifted by ice cream in soft economy,positive
do it for me trend underpins uk sales growth at kingfisher,positive
shire says internal synergy goals from baxalta deal higher,positive
update 1 nomura rbs must pay $806 mln in mortgage bond case us judge,negative
wpp boosts sales despite cautious clients,positive
drugmaker shire to buy baxalta for $32 billion after 6 month pursuit,positive
talktalk hires bae systems to investigate cyber attack,positive
lse group names former sec head schapiro non executive director,positive
gsk hopes big clinical trial can breath new life into lung drug,positive
cuadrilla files to delay application to frack in lancashire,negative
update 3 ex barclays director accused by us of illegal tips to plumber,negative
clydesdale bank hit with record ppi fine for unacceptable staff lies,negative
dixons carphone says cyber attack may have exposed customers data,negative
update 1 shire takes q2 earnings pain for long term gain,negative
easyjet dismisses lufthansa low cost plan in contest for germany,negative
commentopening quote: tesco; premier foods jilted; fca on ipos,neutral
aspen to buy anaesthetics from astrazeneca for $520 million,positive
weir leads ftse lower after oil price profits warning,negative
update 5 barclays chairman mcfarlane axes ceo to speed up strategic change,negative
astrazeneca : fda panel reviews savor study results for onglyza,positive
arm royalties accelerate as smartphone market regains strength,positive
bunzl delivers small profit increase for 2014,positive
companiesdiageo stays neutral on india boardroom turmoil,neutral
sainsbury s says to outperform rivals in tough market,positive
what it takes for royal dutch shell to break even,neutral
here s my 10 point plan to make tesco great again,positive
glencore 2014 profit in line takes $1 1 billion charge on commodity prices,positive
johnson matthey profit lifted by metals unit sale,positive
warren buffett s berkshire adds to favorites ibm wells fargo,positive
intercontinental hotels denies exploring sale or merger,neutral
rio tinto announces long delayed expansion of mongolia mine,positive
uk government cuts stake in lloyds to below 11 pct,negative
morrisons faces festive sales test,negative
rbs lloyds most exposed to commercial property jpmorgan says,negative
why i would put j sainsbury plc in my trolley before wm morrison supermarkets,negative
barclays bad bank chief to step down,negative
aviva shuts friends life head office in rapid integration move,negative
shares in easyjet fall to three year low after brexit profit warning,negative
gsk aims to file up to 20 new drugs for approval by 2020,positive
itv share price jumps on report of comcast s nbcuniversal bidding to takeover,positive
lawmakers worry ab inbev beer deal will hurt craft brewers,negative
