headline,label
at 12 01 pm the omx helsinki 25 was down 0 66 pct to 3 143 57 and the omx helsinki was 0 67 pct lower at 10 530 74 on 253 mln eur turnover,negative
both operating profit and net sales for the 12 month period increased respectively from eur10 5 m and eur28 8 m as compared to the financial year 2004,positive
mn and pretax profit to eur 46 4 mn from eur 35 8 mn in the third quarter of 2006,positive
emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet,negative
in 2009 lee & man had a combined annual production capacity of close to 4 5 million tonnes of paper and 300 000 tonnes of pulp,neutral
these sections will be put into place to form the load bearing steel structure of the bridge says sami eronen senior vice president infrastructure and northern europe ruukki construction,neutral
the marubeni group focuses on creating value chain from upstream to downstream encompassing a wide variety of business fields including oil & gas metals mineral resources foods pulp & paper and chemicals among others,neutral
these savings will have full impact as of the beginning of 2007,neutral
in a separate announcement to the helsinki stock exchange atria revealed that the company s third quarter profits declined from eur13 9 m in the third quarter of last year to eur12 7 m in this year s q3,negative
compagnie de financement foncier is to issue a benchmark 10 year covered deal in euros,neutral
the mill has long traditions and holds an established position in the markets,positive
finnish insurance company fennia and kesko group are ending their loyal customer cooperation,negative
of this eur 38 8 mn was net interest income,neutral
sysopen digia plc press release 7 february 2006 ibm finland has rewarded its most distinguished partner companies for 2005,positive
helsinki afx outokumpu said its technology unit has won a 28 mln eur contract from bosnia herzegovina s aluminij dd mostar to upgrade an anode plant,positive
the machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood,neutral
alexandria va june 7 michael g williams of newbury park calif has developed a network device,neutral
the biggest sellers in the chain s supermarkets in finland are organic pirkka tomatoes carrots eggs and meat products,neutral
companies evaluated in the report include aladdin ca f secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed and websense,neutral
in contrast the company s net loss for the third quarter of 2009 contracted to eur 76 million from eur 256 million for the corresponding period a year ago,positive
a total of $ 78 million will be invested in the project,neutral
alexandria va may 23 matti harkonen and pentti sipponen both of espoo finland osmo suovaniemi of helsinki finland and tapani tiusanen of vantaa finland have developed a paper web press device,neutral
in finland s hobby hall s sales decreased by 10 and international sales fell by 19,negative
no other ev3 devices were involved in this action,neutral
protalix has $ 42 million in cash and no sales,neutral
around 250 of these reductions will be implemented through pension arrangements,neutral
sales rose to 300 9 mln eur compared with last year s 276 1 mln eur and in line with 299 mln eur consensus figure,positive
nordea pankki suomi oyj according to previously announced has made forward contracts on alma media corporation shares,neutral
the company will release its 2010 results on 11 february 2011,neutral
sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006 07,negative
fiskars has a strong portfolio of international brands which include fiskars iittala gerber silva and buster,positive
as a result 12 people will be made redundant and a total of 67 persons are laid off temporarily,negative
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information,neutral
the prosecutor is also demanding outokumpu pay a fine of eur 800 000 at most,negative
adp news apr 22 2009 finnish business information systems developer solteq oyj hel : stq1v said today its net loss widened to eur 189 000 usd 245 000 for the first quarter of 2009 from eur 10 000 for the same peri,negative
the value of the order is eur 4mn,neutral
the contract includes design construction delivery of equipment installation and commissioning,neutral
operating profit increased to eur 14 0 mn from eur 4 9 mn in the corresponding period in 2005,positive
according to heikkil+ñ more than just refreshment and energy will soon be found in soft drinks also in finland,neutral
after a long unprofitable period the food division posted a profitable result which speaks of a healthier cost structure and a new approach in business operations rihko said,positive
renesas mobile europe ltd has approximately 470 employees in oulu,neutral
the value of the contract is about eur1 0 m poyry headquartered in vantaa finland provides consulting and engineering services to the energy forestry and infrastructure & environment sectors,neutral
the transaction is expected to be finalized by dec 2009,neutral
lassila & tikanoja s operating profit excluding non recurring and imputed items for the second quarter was eur11 3 m down from eur13 8 m a year ago,negative
jarmo honkamaa head of the oil refining business at neste oil says the situation looks promising from their viewpoint,positive
the guidance has been set at 90 basis points over mid swaps the report said,neutral
brazilian mobile player telemig celular yesterday announced that it has selected finnish software developer tecnomen oyj to expand its prepaid billing system,positive
the dividend is payable on february 1 2010 to shareholders of record on january 19 2010,neutral
aldata solution oyj bertrand sciard president and ceo further information : aldata solution oyj bertrand sciard president and ceo tel +33 1 46 48 28 00 aldata 100 retail wholesale at aldata 100 of our business is dedicated to retail and wholesale business improvement,neutral
and u s energy executives say high steel prices are threatening energy exploration,negative
the expansion will be delivered in the fourth quarter of 2006,neutral
the prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire aspo shares to the amount determined by the board in advance in the maximum,neutral
the share issue derogating from the pre emptive right of the shareholders and comprising some six million new shares at market price will be offered for subscription by shareholders holders of capital notes and by professional clients,neutral
net profit in the three months through march 31 fell to x20ac 103 million us$ 165 million from x20ac 131 million a year earlier the finnish company said,negative
the financial statements release will be available after publishing on the company s internet pages at www cargotec com,neutral
cardona slowed her vehicle turned around and returned to the intersection where she called 911,neutral
satama s net profit for the third quarter of 2007 rose to 275 000 euro $ 395 000 from 270 000 euro $ 388 000 for the same period of 2006,positive
eur 220 million of the transaction consideration was paid in the form of four year interest bearing vendor notes,neutral
its other well known brands include fitness equipment maker precor and u s based ball sports equipment maker wilson,neutral
finnish aldata solution has signed a contract of supply its g o l d system to two french retail chains,positive
net sales have been eaten by the weak us dollar,negative
airbus will attempt to evacuate up to 873 people within 90 seconds,neutral
of bavelloni s and nst s joint ventures bavelloni tools completes semiproducts that are produced in italy into high quality tools that will be sold under the diapol brand,neutral
pharmaceutical market in czech republic global research & data services published recently a market analysis about the pharmaceutical markets in czech republic,neutral
sullivan said some of the boards really involve a lot of work and people should get paid for their time,neutral
18 may 2010 finnish electronics producer elcoteq se hel : elqav said today that it has signed an extensive cooperation agreement on industrialisation manufacturing distribution and after market services for mobile phones with japan s sharp tyo : 6753,positive
the most important export markets are norway germany russia and france,neutral
we offer our clients integrated management consulting total solutions for complex projects and efficient best in class design and supervision,neutral
we look forward to take part in the future development of the company says tomas billing president of nordstjernan,neutral
qpr processguide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; qpr processguide xpress,neutral
the group s consolidated net sales for 2009 totaled 1 5 billion euros and it employs approximately 10 000 persons,neutral
our aim is to understand different traffic patterns based on the use of each building,neutral
the market value of one crane is some usd6m reported the finnish news agency stt,neutral
many of the commercial vessels had got stuck in the narrow bay of bothnia where the ice is thicker and around the aaland islands,negative
tweeple should check who s following them and be cautious when clicking on urls and tinyurls,neutral
vaahto pulp & paper of finnish vaahto group has been awarded an order to renovate finnish swedish forest industry company stora enso s paperboard machine at the ingerois board mill in finland,positive
the employee negotiations are to address measures needed to adjust the operations to the present production situation,neutral
the company s net profit amounted to ee 55 5 mn which was 36 more than in 2004,positive
atria said its offer would give the swedish company continued ownership and control of its slaughtering and cutting operations,neutral
two of these contracts are for turntable anode vibrocompactors that will be delivered to gansu hualu aluminum co ltd and another unnamed costumer,neutral
the appointments will be in force until the new ceo has been appointed,neutral
fortum expects its annual capital expenditure in the next four to five years to be within a range of eur 0 8 1 2 billion as earlier announced,neutral
26 october 2010 finnish environmental management company lassila & tikanoja oyj hel : lat1v or l&t said today its net profit declined to eur20 9 m for the first nine months of 2010 from eur27 6 m for the same period a year earlier,negative
union and company officials did not return calls yesterday,neutral
the share capital of alma media corporation business id 1944757 4 is eur 44 767 513 80 and it is divided into 74 612 523 shares,neutral
revenue grew by 2 percent to x20ac 580 million $ 743 million from x20ac 569 million,positive
l+ñnnen tehtaat s food division was reorganised into two strategic business units apetit frozen foods and jams and apetit fish,neutral
in future the plant will focus on the production of flange profiles for wind farm towers,neutral
finnish bank of +àland +àlandsbanken has issued a profit warning,negative
while i cant understand what theyre saying its impressive to watch him hit that ball at those speeds,neutral
in april 2005 neste separated from its parent company finnish energy company fortum and became listed on the helsinki stock exchange,neutral
com and possibly also through photo msn,neutral
the new organization consists of two business units : charging & messaging and finance & administration,neutral
kesko has previously published a stock exchange release concerning the deal on 7 february 2007,neutral
after the transaction m real will own 30 in metsa botnia and upm 17,neutral
the company s operating income ebit totalled eur 0 0 mn up from eur 0 3 mn year on year,positive
finnish forest machinery manufacturer ponsse has issued a profit warning,negative
the disposal of autotank will also strengthen aspo s capital structure commented gustav nyberg ceo of aspo,positive
down to eur5 9 m h1 09 3 august 2009 finnish media group ilkka yhtyma oyj hel : ilk2s said today its net profit fell 45 on the year to eur5 9 m in the first half of 2009,negative
continuing operations turned an operating loss of eur 0 1 mn a slight improvement from a loss of eur 0 2 mn a year earlier,positive
a high court in finland has fined seven local asphalt companies more than lion $ 117 million for operating a cartel,negative
valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn,neutral
in finland alma media will focus on quality and developing chain operations,neutral
: lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab affecto lietuva for financial systems software package,positive
the contracts comprise turnkey orders for roro systems for two roro cruise vessels under construction for viking line and tallink,neutral
operating profit rose to eur 5mn from eur 2 8 mn in the fourth quarter of 2008,positive
according to nordic financial group nordea s analyst sami sarkamies this makes nokia s portfolio competitive again,positive
in 2007 etteplan reported a turnover of eur125 2 m,neutral
iso omena is based in the matinkyla district of the southern part of the city of espoo southern finland,neutral
grounds for the notification : tiimari plc 12 30 2010 issued capital convertible loan allocation decision by the board on 01 31 2011,neutral
kaupthing bank will publish its annual results for 2007 before markets open on thursday 31 january,neutral
the annual net sales of the unit is some eur 5 million and it currently employs some 55 people,neutral
once your plants are in the ground they will continue to grow but the success of any garden lies in how well it s maintained,neutral
the gross area of eight houses will be 12 167 m2,neutral
marketing will use tikkurila s existing infra structure and local knowledge in russia,neutral
the per share subscription price of the shares subscribed with the option rights was eur 1 35,neutral
capital base and capital adequacy measurement is based on approaches under basel ii,neutral
its market share widened to 48 51 percent from 48 31 percent a year earlier,positive
componenta is a metal sector company with international operations and production plants located in finland the netherlands sweden and turkey,neutral
industry in asia +ó pakistan malaysia taiwan and philippines today global research & data services is going to publish several market analyses about the cement markets in asia,neutral
subscription sales decreased slightly,negative
following the divestment fiskars s outdoor unit will comprise the brands gerber silva and buster and will focus on multi tools knives compasses mobile lighting pedometers and aluminium boats,neutral
you need to be ready when the window opens up rosberg said,neutral
following the registration the number of issued and outstanding shares of basware is 12 890 829,neutral
approval by shareholders of cencorp in accordance with finnish law,neutral
the planned facility estimated to cost around $ 814 million would be the largest biodiesel plant in the world and use palm oil certified by the roundtable on sustainable palm oil rspo,positive
the total number of voting rights is 74 612 523,neutral
a corresponding increase of 85 432 50 euros in ahlstrom s share capital has been entered in the trade register today,neutral
the lemminkainen group headquartered in helsinki finland operates in all sectors of the construction industry : civil engineering building contracting technical building services and the building materials industry,neutral
glaston s own glass processing unit tamglass glass processing is a manufacturer of high quality safety glass products operating in finland,neutral
md henning bahr of stockmann gruppen praises the trend since the chains become stronger and their decision making processes more clear,positive
it inspects the companys strategic strengths and weaknesses,neutral
the omx nordic 40 omxn40 index comprising the 40 most traded nordic stocks on the nasdaq omx exchange closed down 0 87 at 1 064 14 points on thursday,negative
below are unaudited consolidated results for aspocomp group under ifrs reporting standards,neutral
the report contains category level company and brand share as well as distribution share information for 2007 and 2008,neutral
london afx uk and european brokers recommendations issued today as collated by afx news from a range of market sources,neutral
in sales volume coca cola s market share has decreased by 2 2 to 24 2,negative
earnings per share eps rose to eur 0 11 from eur 0 03,positive
operating profit totaled eur 37 7 mn up slightly from eur 37 2 mn in the corresponding period in 2006,positive
elektrobit eb has renewed its it infrastructure contract with ict services provider fujitsu services for eb s patja service,positive
the company s annual loss amounted to eek 18mn compared to a profit of eek 7 3 mn in 2008,negative
participants at any of the book discussions or other special events or visitors to the car dealership were eligible to enter the drawing for the 2005 silver four door altima,neutral
it was decided that the auditors are reimbursed according to invoice,neutral
other details were not provided,neutral
the innova 2 building will be located close to downtown in the immediate vicinity of paviljonki and the travel center and within walking distance from the heart of the city thanks to the trade fair bridge,neutral
symphony services provides development services for aldata gold,neutral
the shipyard hopes the regional government in andalusia can offer its some form of financial support,neutral
part of the reductions will be made through retirement arrangements,neutral
yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry as well as products used in environmental protection,neutral
elisa said mobile subscriptions grew 7 percent during 2007 mainly because of customers adopting so called third generation mobile technology,positive
profit before taxes was eur 105 9 82 7 million,neutral
the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli near mumbai,neutral
the company is owned by the state of finland and the european aeronautic defense and space company eads n v tekla is an international software company that provides solutions for building and construction energy distribution and municipalities,neutral
operating profit was eur 24 5 mn up from eur 23 0 mn,positive
finnish shipping company finnlines of the grimaldi group reports its net sales decreased to eur 241 8 mn in january june 2009 from eur 384 0 mn in the corresponding period in 2008,negative
operating profit for the 12 month period decreased from eur157 5 m while net sales increased from eur634 3 m as compared to 2007,negative
he is resting comfortably and is looking forward to getting back to work,neutral
the company operates a u s division in lisle ill,neutral
enclosed is affecto s call for extraordinary general meeting to be held on july 10th where the main agenda is to approve the authorization to the board for the proposed share issue related to the component software acquisition and to elect haakon skaarer to the affecto board,neutral
in the second quarter of 2010 the group s pretax loss narrowed to eur 400 000 from eur 600 000,positive
all are welcome,neutral
the full function pc weighs 1 25 kilograms and measures slightly more than two centimeters thin,neutral
net profit in the same period in 2006 was x20ac 172 million,neutral
the estimated value of the deal is usd 9 2 million,neutral
that address also happens to house italian megamart eataly meaning that come on kids we re going to the toy building,neutral
tampere science parks is a finnish company that owns leases and builds office properties and it specialises in facilities for technology oriented businesses,neutral
the agreement must be approved by the russian competition authorities before it enters into force,neutral
consolidated operating profit excluding one off items was eur 30 6 mn up from eur 29 6 mn a year earlier,positive
finnish media company talentum oyj s net profit decreased to 2 5 mln euro $ 4 0 mln for the first quarter of 2008 from 3 0 mln euro $ 4 7 mln for the same period of 2007,negative
that topped consensus forecasts for earnings of 0 21 euros a share,positive
at some point in 2010 all separate company names such as palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others will disappear,neutral
finnish neste oil that was previously on the list has fallen off the list completely,neutral
operating profit rose to 22 1 mln eur from 19 9 mln,positive
cost savings will then rise to some 20 mln eur a year from 2007 oko said,positive
both operating profit and sales for the three month period increased respectively from eur0 3 m and eur13 1 m as compared to the corresponding period in 2005,positive
vnh generates annual net sales of about 5 mln eur and employs 21 people,neutral
the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations,neutral
connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format,neutral
the bridge will be built to the south of the existing bridge spanning the strait,neutral
olvi which controls a 94 percent stake in ragutis through a le coq said in its annual report published earlier this year that the lithuanian brewery s sales reached 15 04 million euros last year a rise of 20 4 percent from 12 49 million euros in 2004,positive
no financial details of the deployment were disclosed,neutral
speaking to just drinks today a spokesperson for olvi said : we have performed very well in all four countries we operate in namely finland estonia latvia and lithuania,positive
the share subscription period for stock options 2007a is between 1 april 2010 and 31 march 2012,neutral
the service also enables users to watch e mails in html format en is enhanced with 23 addition languages to choose from,neutral
markets had been expecting a poor performance and the company s stock was up 6 percent at x20ac 23 89 us$ 33 84 in early afternoon trading in helsinki,positive
basware business transactions service enables the customer to receive and send invoices in an electronic format,neutral
the medium term operative targets of the company remain unchanged,neutral
finnish department store chain stockmann oyj abp net profit rose to 39 8 mln euro $ 56 8 mln for the first nine months of 2007 from 37 4 mln euro $ 53 4 mln for the same period of 2006,positive
directors and shareholders alike should ask why these practices were allowed to continue,neutral
unc charlotte would also deploy ssh tectia connector to enable secure application connectivity,neutral
talentum acquired a 47 5 pct stake in varesvuo partners in 1997 and the remaining in 2002 and 2005,neutral
the copying republication or redistribution of afx news content inculding by framing or similar means is expressly prohibited without the prior written consent of afx news,neutral
honkarakenne oyj a world leading manufacturer of genuine wooden homes will be sponsoring finnish crosscountry skier virpi kuitunen for the next three years,neutral
oriola kd is a spin off of finnish pharmaceutical group orion oyj s wholesale division,neutral
sanoma announced the stock option scheme 2008 on 19 december 2008,neutral
the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before 28 april on the company s website and in post och inrikes tidningar and dagens industri,neutral
the scope of the project is to find the most cost efficient method for phosphorous removal and to deliver the storing and dosing equipment which can be used in continuous operation at the plants,neutral
when the product is manufactured in finland it is also packed in the country,neutral
in 2010 sanoma magazines expects net sales to be at the 2009 level,neutral
earnings per share for the quarter were also higher year on year at 0 33 eur versus 0 27 and above market expectations of 0 28 eur,positive
the event can also be viewed as a live audio webcast at www ahlstrom com,neutral
the company s board of directors will propose a dividend of eur 0 95 per share for 2008 at the annual general meeting scheduled to be held on march 23 2009,neutral
repeats sees 2008 operating profit down y y reporting by helsinki newsroom keywords : tecnomen results,negative
nokia oyj s production site at bochum germany posted profit before interest of 134 mln eur for 2007 capital reported in an excerpt of an article to be released tomorrow citing internal documents,neutral
the customer is cooperative retailer osuuskauppa suur savo,neutral
in 2005 the bank posted a net profit of lt 8 2 mn,neutral
the shares represented 4 998 of total share capital and 2 14 of total voting rights,neutral
at 10 33 am huhtamaki was the market s biggest faller 8 69 pct lower at 11 35 eur while the omx helsinki 25 was 0 32 pct higher at 3 332 41 and the omx helsinki was up 0 47 pct at 11 687 32,negative
pharmaceuticals spain this brand new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in spain,neutral
thanks to the multiplying effect of wagon performance transport will be much more efficient says development manager juha malkia from vr cargo,positive
the train is expected to cross the russian territory in 9 days reaching the vostochny port,neutral
xerox and stora enso have teamed up to tailor the igen3 to the short run on demand packaging market,positive
the expanded plant is scheduled to be operational by the middle of october 2009,neutral
finnish kemira group s ceo lasse kurkilahti says the group s structural reorganisation will continue for at least a year,neutral
the eur 0 7 million non recurring expenses have been recorded for the third quarter,neutral
operating profit rose to eur 4 7 mn from eur 4 6 mn,positive
the company reported today an operating loss of eur0 1 m on net sales of eur4 5 m for the first quarter 2008,negative
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,neutral
s business sectors are building construction infrastructure construction and technical building services,neutral
finnish component supplier componenta corporation omx helsinki : cth1v said on monday 16 june that it is changing its pricing cycle due to the increase of raw material prices,neutral
altogether finnair has canceled over 500 flights because of the strike,negative
export declined by 6 percent to 16 4 million liters,negative
the announcement pushed freenet shares down 6 3 or eur0 71 in frankfurt trade to eur10 65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet,negative
stora enso s third quarter pre tax profit doubled to eur 197mn,positive
operating profit for the nine month period increased from eur3 1 m and net sales increased from eur61 5 m as compared to the corresponding period in 2007,positive
the port operator however favors retaining the port fees in 2010 citing the owner the governemtn of estonia commiting the port to pay eek 400mn eur 25 56 mn usd 36 44 mn in dividends to the state in 2009 and another eek 300mn in 2010,neutral
published by globes online israel business news www globes online com on november 16 2009 ® copyright of globes publisher itonut 1983 ltd 2009,neutral
operating profit rose to eur 13 5 mn from eur 9 7 mn in the corresponding period in 2006,positive
the firm builds components for mobile phones and other communications products,neutral
the order values at eur 6 9 mn and it consists of design services and hardware and software licences,neutral
changes to the as built models from the design were communicated to the subcontractors to accommodate them into the steel and grc fabrication process,neutral
elcoteq s revenues in 2007 were approximately eur 120 million,neutral
aldata solution a global company engaged in supplier to consumer business process optimization has announced the details of its dollars for dinosaurs program,neutral
the mall will be financed on a parity basis by pearl plaza llc the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd and srv group,neutral
financialwire tm is not a press release service and receives no compensation for its news opinions or distributions,neutral
the earnings per share for the quarter came in at 0 25 eur up from the 0 20 eur of the same quarter a year earlier,positive
tiimari latvian representative ineta zaharova said that the company earned lvl 122 000 in 2005 profit which is 20 times more that in 2004,positive
svyturys utenos alus which is controlled by the nordic group baltic beverages holding bbh posted a 6 1 percent growth in beer sales for january september to 101 99 million liters,positive
one of the largest projects of the magazine division of sanomawsoy sanoma magazines international in 2006 became launch of the russian magazine gloriya,neutral
no financial detail were available,neutral
the power supplies dc power systems and inverters designed and manufactured by efore and systems incorporating them are used in many different applications,neutral
aldata to share space optimization vision at apollo user group and 2009 category management association conferences ; company will unveil new solution that combines business intelligence with space planning data at conferences,neutral
finnish vacon has signed significant deals with norwegian scandinavian electric systems ses on the supply of ac drives,positive
first industrial will seek leed designation for uponor s new building and a 282 000 square foot speculative distribution center at first park lakeville,neutral
nokia shares hit 13 21 euros on friday down 50 percent from the start of the year in part because of the slow introduction of touch screen models,negative
the transaction strengthens our position in design and branded goods said fiskars president and ceo heikki allonen pointing out that the two groups have relatively few overlapping operations,positive
the extraordinary general meeting is expected to take place no later than 18 february 2011,neutral
with five different game modes co op tournaments 4 player split screen and multiplayer modes players can have as much fun as they would if they were actually fishing,neutral
odell has not contacted the state of finland in this issue,neutral
aspocomp group headquartered in helsinki finland develops interconnection solutions for the electronics industry,neutral
the negotiations concern personnel of cencorp corporation and singulase oy as whole in finland and in sweden the company said,neutral
castecka said the town hall would hold talks with other investors interested in the zone,neutral
when cruising the revs fall as less engine output is required,neutral
following the registration the share capital of biotie is eur 52 556 678 10,neutral
passenger volumes rose by 8 4 in the accounting period,positive
2009 3 february 2010 finland based steel maker rautaruukki oyj hel : rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur46m in the fourth quarter of 2009 from a year earlier profit of eur45m,negative
operating profit excluding non recurring items was eur 7 8 million compared to eur 11 2 million,negative
the project also implies an underground parking lot for 56 vehicles,neutral
net profit in the period in 2009 was euro 29 million,neutral
ahlstrom s 5 800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents,neutral
fiskars brands report net sales of eur 145 8 mn up from eur 138 4 mn,positive
bluewin security is available as a monthly subscription,neutral
honkarakenne mainly exports large luxury log houses to russia to be used as one family houses or holiday homes ; 70 of sales go to the moscow region about 20 to the st petersburg region and the remainder to other locations,neutral
the pilot project proved that rifd technology is ideal for our purposes comments olli saarinen material handling supervisor at yara,positive
the company s profit before taxes fell to eur 21 1 mn in the third quarter of 2008 compared to eur 35 8 mn in the corresponding period in 2007,negative
the estimated turnover of the new company is lvl 2 5 million eek 40 million,neutral
the broker highlights cargotec as its preferred stock in the sector as it is a pure play on global cargo and container handling and it expects it to play an active role in further consolidating the industry,positive
incap contract manufacturing services private limited has inked agreements with six new customers in india,positive
bilfinger investors cheered the agreement pushing shares up 7 or & euro ; 3 30 to & euro ; 50 29 in afternoon trade,positive
the program which was started in the summer of 2007 was originally estimated to last approximately two years,neutral
mr doring has been with eaton since 1989 and acted as the business unit manager for eaton s power controls business unit since january 2007,neutral
net sales increased to eur193 3 m from eur179 9 m and pretax profit rose by 34 2 to eur43 1 m eur1 usd1 4,positive
the new activity will incur an investment of about 5 meur,neutral
elcoteq s electronics manufacturing services ems business segment serves customers globally in engineering manufacturing and fulfillment services,neutral
in the second quarter of 2010 the group s net profit rose to eur3 1 m from eur2 5 m in april june 2009,positive
operating profit of kauppalehti group rose to eur 1 5 mn from eur 1 3 mn and that of marketplaces to eur 1 3 mn from eur 1 0 mn in the third quarter of 2006,positive
an eu law on the issue may be introduced around 2010,neutral
nordea bank estonia is part of the largest financial group in the nordic countries,neutral
finnish forestry company upm kymmene and waste management company lassila & tikanoja said on jan 30 they were planning to produce ethanol and energy from commercial and industrial waste,neutral
rimi supermarket is the key customer in magistral center,neutral
rsa s shares closed at 156 9 p at the time of going to press,neutral
the contract includes heating plant equipment and associated installation work,neutral
finnish publisher alma media hel : aln1v said wednesday it has decided to further extend its eur1 85 usd2 75 apiece mandatory tender offer for media group talentum hel : ttm1v which started on 19 august until 16 november,neutral
the adjustments concern staff in both the specialty papers and the fiber composites segments,neutral
the outsourcing agreement which covers equipment and depots in turku and tampere will run for five years cramo said on thursday,neutral
thus the method will cut working costs and will fasten the planning and building processes,positive
the company has decided to stop the operations of ruukki construction division in latvia and lithuania and concentrate the production and logistics in parnu estonia in 2009,neutral
niina nenonen marimekko s current director for clothing bags and accessories lines will take up this role,neutral
the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register,neutral
finnish energy company fortum has set itself new stricter target limits for short term carbon dioxide emissions from its heat and electricity production,neutral
with the new arrangement customer responsibilities will become mainly regional,neutral
exel wants to serve its industrial customers with individual products,neutral
the value of the order is usd 2 2 mn,neutral
raute headquartered in nastola finland is a technology company serving the wood products industry worldwide,neutral
the ebrd is using its own funds to provide a 21 6 mln a loan while the b portion of 10 mln euros has been syndicated to two finnish commercial banks nordea bank finland plc 7 7 mln euros and pohjola bank plc 2 3 mln euros,neutral
the 50 50 joint venture to be called nokia siemens networks will be comprised of nokia s network business group and siemens carrier related operations creating estimated synergies of 1 5 billion euros $ 1 9 billion by 2010 nokia said,positive
however the brokers ratings on the stock differ,neutral
in 2007 huhtamaki will continue to invest in organic growth,neutral
operating profit improved by 39 9 to eur 18 0 mn from eur12 8 mn,positive
the parties have agreed not to disclose the transaction value,neutral
according to finnish fim bank alpro s price would be around eur 100mn 150mn,neutral
comparable operating profit for the quarter decreased from eur510m while sales increased from eur860m as compared to the third quarter 2007,negative
i am very pleased and proud of our performance last year chief executive juha rantanen said in a statement,positive
finnish plumbing and heating systems supplier uponor s net sales in continuing business operations decreased to eur 249 1 mn in july september 2008 compared to eur 262 1 mn in the third quarter of 2007,negative
the company confirmed its estimate for lower revenue for the whole 2009 than the year ago eur93 9 m as given in the interim report on 5 august 2009,negative
sales improved to sek 1 553 mn compared with sek 1 408 mn,positive
