headline,label
british american tobacco accused of bribing senior politicians to sabotage,negative
ge to sell majority stake in bank bph s core bank to alior bank,positive
shell targets gains from brazil to lng with takeover of bg group,positive
hsbc posts surprise fourth quarter pretax loss of $858 million,negative
diageo and carlsberg hit as russians suffer from oil price collapse and rouble,negative
insurers: admiral blows hot and cold but aviva soars pre friends life merger,positive
secretive barclays deal involved qatari clients,negative
sainsbury s pressed to raise bid for home retail group,negative
profits fall 25 at standard chartered plc: should you buy or sell,negative
glencore chief blames rivals overproduction for share price fall,negative
ab inbev holds talks with regulators about california deals,negative
standard chartered shifts emerging markets strategy after losses,negative
tesco chief excutive dave lewis sees encouraging signs despite profits tumble,positive
bhp billiton drags ftse lower after slashing dividend,negative
bloomberg buys barclays benchmarking business,positive
hsbc preparing job cuts that may target 20000 workers sky says,negative
drugmaker shire to buy baxalta for $32 billion after 6 month pursuit,positive
tullow oil eyes lower earnings as output falls,negative
royal dutch shell pulls plug on arctic exploration,negative
legal & general arm buys 50 pct stake in mediacityuk in manchester,positive
tesco is torn apart as watchdog finds supermarket repeatedly withheld payments from suppliers,negative
nine banks including barclays citi agree to pay $2 billion to settle forex,negative
industry newswhitbread sales sink in fourth quarter on costa slowdown,negative
ex barclays trader johnson pleaded guilty to libor fixing,negative
persimmon share price climbs on 23 rise in full year revenue,positive
hsbc says unit to book $585 million charge on settlement,negative
renewed ab inbev bid for sabmiller ups stake in beer battle,positive
united utilities full year underlying operating profit falls 9 percent,negative
tesco mobile partners with unlockd to change the way consumers use and pay for their mobile phones,positive
companiescoutts raids jpmorgan chase for new ceo,negative
gsk hopes big clinical trial can breath new life into lung drug,positive
barclays raises 603 million pounds from african business share sale,positive
update 1 pearson expects to grow this year after solid end to 2014,positive
randgold profit hit by poor gold price but dividend still increases,negative
crown castle buys tower development corp for $461 million,positive
meggitt share price tumbles as profit falls in challenging year,negative
sse to shut coal fired plant amid shift to gas renewable energy,positive
astrazeneca heart drug boosted by major clinical trial success,positive
barclays set to name former jpmorgan banker staley as new ceo, neutral
london morning briefing: hsbc and standard chartered shares rise,positive
companiestullow says gas exports at key field disrupted,negative
clydesdale and yorkshire moves closer to independence,positive
lloyds returns â£13bn to uk taxpayer,negative
astrazeneca explores potential deal with acerta for cancer drug,positive
itv to pursue takeover of canada s entertainment one: bloomberg,positive
top news: barclays profit depressed by foreign exchange provisions,negative
genel shares plunge after tony hayward s oil explorer cuts crude reserves at core field,negative
investor woodford calls for outsider to head glaxosmithkline,positive
spain s caixabank expects to close deal for banco bpi,positive
update: peter long to be chairman of both royal mail and tui ag, neutral
britain s ftse eyes 7th straight daily rise; wolseley lags,negative
pearson lags as uk s ftse slips off record high,negative
rpt uk supermarkets braced for battle as tesco comes out fighting,positive
shell seeks to remove greenpeace activists from oil rig,negative
weir group sees continued fall in orders from oil and gas business,negative
iag closes in on aer lingus with increased offer,positive
chipotle sales plunge as troubled chain gets federal subpoena,negative
tesco turnaround gathers pace under new ceo,positive
companieslse adds ex sec head schapiro to board,positive
barclays says not been offered deferred prosecution deal by sfo,positive
hsbc hit by fresh details of tax evasion claims,negative
germanwings disaster will not affect image of budget air travel easyjet,positive
standard chartered ceo peter sands to resign after unrest at bank,negative
whitbread to hike prices to offset substantial national living wage bill,negative
eurocrat left best placed to unravel london stock exchange deal,negative
ruling sets lower limit on potential fine for bp,negative
analysis copper market may get a 2003 style supply shock from glencore closures,negative
sainsbury s and glencore give ftse a three digit lift london report,positive
standard life stands tall amid pension reform,positive
british government stake in lloyds banking group fa,negative
eurozone bank lending continues to recover slowly barclays says,positive
bg group appoints new ceo one month early,positive
admiral group posts decline in 2014 earnings,negative
city spirits sink after diageo comes up short with sales slide,negative
currency causes full year headaches for sabmiller,negative
companiesdiageo moves cfo to lead north american business, neutral
pearson to cut 4000 jobs as it warns on profits,negative
gkn to buy fokker technologies for 706 mln euros,positive
ceos of bpm ubi meet italy econ minister as m&a talk heats up,positive
industry newshammerson joint venture buys dublin loan portfolio,positive
rbs lloyds most exposed to commercial property jpmorgan says,negative
companiesmorrison evicted from ftse 100 as worldpay joins,negative
early victory for new ceo as morrisons beats forecasts,positive
astrazeneca says new lung cancer pill tagrisso approved by eu,positive
severn trent profit up as customer complaints fall,positive
bp signs $12 billion energy deal in egypt,positive
berkshire hathaway s 4q profit declines 17 percent,negative
gsk reveals strong trial results for shingles drug,positive
marketsubs goldman sachs cut metals forecasts,negative
marketsproperty stocks under pressure after standard life fund move,negative
standard chartered s shares plunge 7 after fitch downgrade,negative
royal mail johnson matthey lead ftse lower,negative
itv share price: group mulls takeover of canada s entertainment one,positive
barclays backs new iphone and android app that lets users send each other money using a bitcoin network,positive
stanchart capital raising would be major surprise investor aberdeen,positive
easyjet attracts more passengers in june but still lags ryanair,positive
fda panel backs safety updates for astrazeneca takeda drugs,negative
valeant astrazeneca strike psoriasis drug deal,positive
update 1 astrazeneca potassium drug delayed by manufacturing snag,negative
mylan appoints ranjan ray chaudhuri as global commercial lead for mylan s over, neutral
itv strike: broadcaster s revenue soars but staff walkout for a piece of the action,positive
can bp restore its lost luster,negative
bbcn bancorp to buy wilshire bancorp in $1 bln deal,positive
unilever finds growth more elusive as sales meet estimates,positive
tesco leads ftse higher on clubcard bid reports,positive
european shares plunge roiled by bhp and oil; hopes turn to ecb,negative
arm holdings plc partners with international business machines corp to drive,positive
wpp boosts sales despite cautious clients,positive
jc penney cuts pension plan obligation,positive
fca bans former rbs libor submitter,negative
bp joins forces with det norske in norway,positive
two former barclays traders face retrial over libor,negative
wpp wins race for programmatic buying agency essence digital,positive
tesco says uk store closures put 2000 jobs at risk,negative
johnson matthey revs up on clean air drive,positive
astrazeneca cancer drug may not be so fast getting to market,negative
update 1 petrofac posts net loss hurt by shetland islands project costs,negative
tesco boss urges rethink on minimum wage and business rates,positive
itv acquires poldark production company mammoth screen,positive
standard chartered faces fresh claims of iran sanctions violations,negative
companiestesco bumps up pay for store staff,positive
johnson matthey profit lifted by metals unit sale,positive
dbs julius baer emerge as potential bidders for barclays asia wealth unit,positive
barclays hit with record fine as six banks settle forex scandal,negative
kinder morgan and bp form joint venture limited liability company to purchase,positive
lloyds banking group to cut 640 jobs and close 23 branches,positive
shell plans to shed 2800 jobs after buying bg group,negative
tesco asda sales fall as march of the discounters continues kantar,negative
four ex barclays bankers sentenced for roles in libor rate rigging scandal,negative
refile aviva investors to move 34 bln euros in assets from axa fund arm,negative
update 1 bg group s record output limits oil price fallout,positive
weir group offloads two renewables units,positive
bg group still happy with shell s $70 billion offer,positive
fewer multi buys hurt sainsbury s market share,negative
anheuser busch inbev increases offer for rival sabmiller,positive
sainsbury s share price: grocer launches click and collect,positive
why i d buy arm holdings plc and bhp billiton plc today,positive
cftc fines barclays $560000 for inaccurate swaps position reports,negative
astrazeneca wins us approval for longer use of blood thinner,positive
merkel s government said to support deutsche boerse lse merger,positive
weir leads ftse lower after oil price profits warning,negative
shire in talks with baxalta shareholders,positive
update 2 easyjet sees better first half on lower fuel bill,positive
update 1 rio tinto to sell aluminium assets in $1 bln deal paper,positive
tesco said to discuss central and eastern european unit sale,positive
update 2 prudential will see strong first half earnings outgoing ceo says,positive
bhp billiton says no settlement yet on brazil dam disaster,negative
weir group says first half profits will be slightly ahead of expectations,positive
tesco closes in on new chairman with dixons carphone s john allan in the frame,positive
glaxosmithkline set to complete $20 billion novartis asset swap next week,positive
fastjet slams easyjet founder stelios for going public is taking legal advice over letter about contractual,negative
britain facing winter of blackouts as national grid warns of tightest power,negative
fda approves nps drug in move validating shire takeover deal,positive
rbs warns of higher misconduct charges obstacles ahead,negative
intertek group announces strategic update outlining its plan,positive
greene king s third quarter sales boosted by festive season,positive
aviva shuts friends life head office in rapid integration move,negative
nyse owner ice may gatecrash deutsche boerse lse merger,positive
barclays ceo poaches risk head from jp morgan,negative
lse deutsche boerse merger would signal end to exchange mega deals,positive
ao world shares tumble on profit warning,negative
barclays said to shrink bonus pool to less than 2 billion pounds,positive
barclays plc & lloyds banking group plc are the 2 banks i d buy today,positive
companiesab inbev signals it won t go hostile for sabmiller,positive
dixons carphone says cyber attack may have exposed customers data,negative
update 1 nomura rbs must pay $806 mln in mortgage bond case us judge,negative
warren buffett s awesome feat at berkshire hathaway revisited,positive
bunzl backs 2015 view buys more businesses,positive
tesco share price jumps as q3 sales top estimates,positive
uk winners & losers: aviva and friends life lead ftse 100 gainers,positive
prudential shares halted in hong kong pending announcement,negative
update 1 seattle flotilla protests shell s arctic drilling plans,negative
lloyds wins right to buy bonds back early to save 1 billion pounds,positive
diageo shares surge on report of possible takeover by lemann,positive
sainsbury sells unit to lloydspharmacy,positive
update 5 buffett pays high price for precision castparts,positive
sab s chairman digs in with board divided on inbev offer,positive
update 1 lloyds to cut 945 jobs as part of 3 year restructuring plan,negative
us doj antitrust unit subpoenas mylan over pricing of doxycycline,negative
sharm el sheikh: easyjet axes all flights to egypt s leading holiday resort,negative
companiesactelion shares hit record on shire takeover talk,positive
standard chartered share price: aberdeen ceo would back potential capital increase,positive
sse cuts gas prices by 4 1 to become fifth of big six providers to slash energy,negative
breakingviews: iag can pay more for aer lingus,positive
uk s ftse hits new record highs as crh climbs,positive
ab inbev to sell more sab assets as seeks eu deal approval,negative
prudential financial quarterly profit rises 64 pct,positive
fda approves shire s vyvanse for binge eating disorder,positive
standard life shuts â£2 9bn property fund after investors rush to withdraw money post brexit,negative
update 1 berkshire applies to boost wells fargo stake above 10 pct,positive
industry newswood group wins multi million dollar contract with bp,positive
arm swings to profit in fourth quarter,positive
ftse boosted by dixons carphone with fed in focus,positive
uk government sells more lloyds shares cuts stake to below 12 percent,negative
four former barclays bankers jailed over libor,negative
prudential hit by withdrawals from m&g investment arm,negative
italy probes shell s role in purchase of nigerian oil block,negative
bilfinger industrial services win â£100m bp contract extension,positive
us stocks wall st rises on berkshire deal china stimulus hopes,positive
valeant s pearson says timing of return uncertain,negative
bhp s iron ore outlook holds little cheer for small miners,negative
easyjet leads britain s ftse lower as global bond rout resumes,negative
tesco s boardroom clearout continues,negative
five years after bp oil spill some gulf oystermen are losing hope,negative
barclays names mike bagguley as chief operating officer of investment bank, neutral
marketsshire up 2 5 and baxalta up 6 on $32bn deal,positive
auto trader share price surges as company floats on lse,positive
old mutual to split up may list some businesses,positive
london midday briefing: kingfisher s french expansion hits the rocks,negative
rbs pays $1 7 billion to scrap u k treasury s dividend rights,positive
bp s head of exploration richard herbert departs,negative
us cancels arctic offshore lease sale after shell drops interest,negative
companieskingfisher bid for mr bricolage runs into trouble,negative
former aviva investors analyst mothahir miah banned and fined â£139000 by fca,negative
randgold resources third quarter profit slips despite record production,negative
bp cuts capex for third time this year to deal with weak oil,negative
glencore cuts 2015 budget plans to divest from lonmin,negative
companiessanofi poaches immunology expert from astrazeneca,negative
legal & general share price: finance chief to step down,negative
oilfield services firm petrofac s debt shoots up 50 per cent,negative
standard chartered rbs escape capital raising in stress test,positive
indy future in doubt as johnston press lines up deal for i,positive
tullow oil suspends dividend amid oil price fall,negative
update: easyjet passenger numbers aer lingus traffic up in february,positive
ftse edges up as investors cheer kingfisher results,positive
rbs invites pitches for broker role ahead of privatisation sources,positive
rio approves $5 3 billion oyu tolgoi copper mine expansion,positive
admiral and schroders lift ftse with profits surge,positive
tesco to axe 10000 jobs in simplification drive to cut costs by 30 per cent,positive
companiesnational grid lines up sale of gas business,positive
merged lse and deutsche bã¶rse would be led by germany s kengeter,positive
london open: taylor wimpey and ashtead drive markets higher barclays falls,positive
update 1 bp reports worst annual loss in at least 20 years cuts more jobs,negative
how kraft heinz merger came together in speedy 10 weeks,positive
no pay hikes this year at rio tinto as mining slump bites,negative
tata steel working with stanchart for uk unit sale source,positive
bae systems lines up oil exec woodburn as next ceo source,positive
mongolia and rio tinto agree $5bn oyu tolgoi mine expansion,positive
companies severn trent expects costs hit from inflation,negative
saudi aramco shell plan to break up motiva divide up assets,negative
bhp billiton to lower copper production costs,positive
brazil vale says will appeal ruling to block assets for dam burst,negative
petrofac books further â£30m cost for shetland gas terminal delays,negative
shell s profits hit by further slide in oil prices,negative
nyse owner ice considers offer for lse,positive
astrazeneca to buy zs pharma for $2 7 billion,positive
travis perkins hikes dividend 20 as profit and revenue rise,positive
update 2 pricey beers lift sabmiller s quarterly underlying sales,positive
astrazeneca wins fda approval for key new lung cancer pill,positive
old mutual faces backlash over â£9m chief exec payout plan,negative
easyjet traffic hit by air traffic controller strikes and terrorism,negative
sanofi poaches astrazeneca scientist as new research head,positive
ab inbev launches sab bid to sell millercoors stake,positive
reaching new depths: glencore s $5bn loss,negative
britain s ftse led lower by itv william hill,negative
osborne extends lloyds sell off plan,negative
ihg agrees $938 sale of intercontinental hong kong,positive
hsbc appoints business leaders to board,positive
arm royalties accelerate as smartphone market regains strength,positive
amazon to attack uk grocery market with morrisons deal,positive
bp pay boss feels the heat from revolt over dudley s â£14 million,negative
new bg group ceo helge lund starts earlier than expected,positive
fca set to fine lloyds record â£100m over ppi,negative
barclays considers acquisition to help split off retail arm,positive
astrazeneca shares climb 3 as drug maker ups profits forecasts,positive
dyson wants to create a hair dryer revolution,positive
british taxpayers stake in lloyds falls below 22 percent,negative
severn trent share price rises as first half profit inches up as customer,positive
moves ex shadow minister mcclymont joins aberdeen asset management,positive
primark plots expansion in us and europe,positive
news feedftse 100 movers: ashtead jumps on strong interims; glencore bp in,positive
update: astrazeneca s selumetinib gets orphan drug label good azd9291,positive
despite sales growth uk s tesco cautions recovery to be bumpy,negative
centrica extends gas deals with gazprom statoil,positive
uk s ftse climbs to record closing high as standard chartered surges,positive
sse share price: peterhead station to supply voltage support to national grid,positive
national grid profit up 15 ; gas sale on track,positive
berkshire shareholders pepper warren buffett with some hard questions,negative
u s debt lures schroders as ecb depresses rates,positive
struggling morrisons pays out â£3m to sacked boss dalton philips â€ with more to,negative
shire rises as dry eye treatment sails through trial,positive
britain s ftse gains land securities up after dividend hike,positive
l&g still paying price for dividend cut during crisis chief says,negative
london stock exchange shareholders vote on merger deal under brexit cloud,negative
rbs bosses ordered to go out and meet small firms,positive
activist fund tci backs german takeover of london stock exchange,positive
meggitt agrees to buy us aerospace component firm for $340 million,positive
shire share price: group releases full year results,positive
hargreaves lansdown bucks weak markets to see assets rise 2 6 percent,positive
is trouble brewing at legal & general group plc and aviva plc,negative
whitbread eyes savings price rises to offset wage rises,positive
european shares fall on chinese import data sabmiller soars,positive
glencore blames rivals for creating metals glut,negative
tesco says recovery on track asks investors to be patient,positive
standard life impresses as fee based products offset annuities slump,positive
us walrus protections hit shell s arctic drilling plan,negative
uk morning briefing: sky and hargreaves lansdown bookend ftse 100,positive
johnson matthey sells research chemicals unit to thermo scientific,positive
sabmiller buys meantime to quench thirst for craft beer,positive
berkshire bought apple stake at $99 49 a share filing shows,positive
barclays credit suisse strike record deals with sec ny over dark pools,negative
centrica urges policy overhaul as it warns of looming gap in uk energy supplies,negative
wpp s sir martin sorrell is highest paid ftse 100 chief executive,positive
barclays bad bank chief to step down,negative
bae systems cuts earnings target for 2015 and 370 jobs,negative
lloyds banking group eyes return to dealmaking with mbna bid,positive
land securities warns of rent rises,negative
broker tips: rbs croda sage,positive
rbs becomes a shadow of its former self,negative
update 1 eu regulator backs approval for gsk injectable asthma drug,positive
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,positive
industry newspetrofac secures $250m north sea contract,positive
associated british foods profit hit by strong sterling tough sugar business,negative
tesco sales recover as focus returns to core business,positive
earnings surge as fund manager schroders reports a record year,positive
clydesdale bank hit with record ppi fine for unacceptable staff lies,negative
update 1 astrazeneca sells rare cancer drug to sanofi for up to $300 mln,positive
glencore sells shares to raise $2 5 billion and reduce debt,positive
hargreaves landown slides on trading update,negative
worldpay readies for â£6bn london float,positive
barclays reports 8 fall in annual profits,negative
severn trent profit offsets interest rate swap losses,positive
irish said chasing standard chartered rbs as brexit vote nears,positive
astrazeneca suffers setback after drug fails to treat eye cancer,negative
helge lund moves to bg a month early,positive
shell fined by scottish court for 2011 north sea oil spill,negative
beach holiday demand helps lift clouds for easyjet,positive
gsk aims to file up to 20 new drugs for approval by 2020,positive
unilever returns to cuba in joint venture with state,positive
bp reports $583 million loss in first quarter,negative
royal bank of scotland becomes facebook customer,positive
hsbc chief hit with tax avoidance scandal,negative
fda panel backs glaxo asthma drug for adults not adolescents,positive
france raises concerns over proposed lse deutsche boerse deal,negative
companiesroyal mail swerves new pricing regulations,negative
ab inbev to sell peroni and grolsch,positive
glencore fight back over debt fears lifts shares,positive
morning agenda: shire s deal for nps,positive
hsbc standard chartered lead asia bank rout as u k votes out,negative
persimmon shares nudge higher as housebuilder sees strong 2014,positive
uk christmas power demand to be lowest in 16 years â€ national grid,negative
glencore shares rally after miner hits back,positive
crh s concrete bid for holcim lafarge assets,positive
bae systems banks on us defence spending to fix sales slide,negative
buffett s berkshire builds deere stake dumps exxon,positive
spain s caixabank launches new takeover bid for banco bpi,positive
sse faces profiteering accusations despite 5 3 cut in gas charges,negative
walmart still selling maryland t shirts featuring the outline of massachusetts,positive
british american tobacco says would fight uk plain packaging law,negative
glencore slumps 25 pct as debt fears grow,negative
britain s ftse steadies supported by dixons carphone,positive
bp shares tumble after $2 2bn fourth quarter loss,negative
companiesaberdeen asset mgt reports 10th consecutive quarterly outflows,negative
bg group ships first lng from queensland curtis,positive
ftse falls to 3 month low on greek debt concerns easyjet skids,negative
why i would put j sainsbury plc in my trolley before wm morrison supermarkets,negative
astrazeneca share price: acerta deal pays off with orphan drug status,positive
caixabank dos santos agree on plan for bpi angola exposure,negative
barclays s next ceo should be investment banker aberdeen says,positive
itv merger reports boost footsie stocks,positive
ice said to start lining up financing for lse bidding war,positive
companiesunilever sales lifted by ice cream in soft economy,positive
wolseley helps lift ftse from losses,positive
ftse 100 movers: bg group leads the charge as resource stocks jump,positive
aviva plans to up pay out ratio says too soon to judge brexit impact,positive
wolseley says nicholls won t join as finance chief,negative
berkshire discloses unit s ties to iran opens probe,negative
australian mining slowdown hits aggreko,negative
tsb boss: current account switching must be simpler,negative
trading expertbroker recommendationsubs ups rbs to buy as it re initiates coverage on uk banks,positive
tesco to pay $12 million to settle us lawsuit,negative
bp chairman defends ceo bob dudley s pay increase,positive
why shell cut ties to conservative lobby group over climate change, neutral
companiescar insurer hastings group driving â£180m ipo,positive
schroders posts fy profit beat replaces ceo and chairman in board shake up,positive
uk serious fraud office seeks retrial of two former barclays libor traders,negative
pearson in talks to sell its stake in the economist group,positive
sales boost for new morrisons chief david potts as tesco turnaround stalls,negative
britain s ftse bounces back mondi and barratt lead,positive
stars aligned for ab inbev s megabrew merger plan,positive
tesco sells blinkbox and broadband service to talktalk,positive
aviva fined $27 million by u k regulator over fee failings,negative
update 3 barclays sells italian branches to mediobanca at a loss,positive
credit checker experian reports fall in full year profit,negative
ab inbev offers to sell some sabmiller brands,positive
do it for me trend underpins uk sales growth at kingfisher,positive
companiesg4s claims positive start to the year,positive
bp wins right to appeal some gulf spill damages claims,positive
wpp q1 revenue rises over 8 quick facts,positive
teva: fda approves generic version of astrazeneca heartburn drug,positive
update 1 britain s tullow says makes new oil find in kenya,positive
astrazeneca weighing up acerta bid to secure blood cancer drug,positive
dave lewis admits long road ahead for tesco recovery,negative
market report: eight day rally ends for ftse 100 and standard chartered,positive
clydesdale bank h1 profits weighed down by ppi charge,negative
citigroup to sell onemain to springleaf for $4 25 billion,positive
glaxosmithkline s ceo witty to bow out in march 2017,negative
bp sees q1 earnings slide as low oil prices take their toll,negative
analyst views: astrazeneca shares have seen recent volatility; what will 2015,negative
sharm el sheikh travel disruption: british airways easyjet thomson and,negative
closely watched astrazeneca cancer drug fails in mesothelioma,negative
exclusive bp china s cnpc to unveil oil alliance sources,positive
australia clears ab inbev s $100 billion sabmiller buyout plan,positive
dividends unleashed at royal bank of scotland group plc,positive
royal mail revenue flat as letters weakness offsets parcels strength, neutral
amazon s grocery deal with morrisons is only the beginning,positive
lloyds banking group s share price lifts amid reports bank is poised to axe hundreds of uk jobs,positive
shropshire and mid wales trains to be hit again in new strike by arriva drivers,negative
compass group says positive for year ahead,positive
astrazeneca sells us gout drug rights to ironwood for up to $265 million,positive
reed elsevier to rename itself relx group, neutral
fitch: citi s 1q 15 reports much improved results,positive
royal mail turnaround proving expensive in tough uk market,negative
diageo sells ryder cup venue gleneagles hotel to ennismore group,positive
passengers rise at easyjet and aer lingus,positive
glencore swings to loss will sell more assets,negative
glaxosmithkline starts hunt for successor to ceo witty, neutral
arm buoyed by race to build the internet of things,positive
brewer ab inbev seeks $275 bln tie up with sabmiller,positive
world s banks may halve jobs and branches within 10 years barclays ex boss,negative
companiesastrazeneca wins nod for blockbuster hopeful,positive
news feedftse 100 movers: standard chartered lifted while astrazeneca sinks,positive
shell profit rises as company resist oil slump,positive
landlord hammerson s nav rises on increased leasing activity,positive
refile bp agrees uk gas pipeline stake sale to infrastructur,positive
blueprint receives fda nod to proceed with clinical trials for 2 drug,positive
easyjet dismisses lufthansa low cost plan in contest for germany,negative
barclays executive harrison denies knowledge of libor fixing,negative
sophos aims to raise $100m in london ipo,positive
uk government cuts stake in lloyds to below 11 percent,negative
aberdeen to raise 100 mln stg to seed new funds,positive
shell and bg shareholders to vote on deal at end of january, neutral
shire proposes $30 bln all share tie up with baxalta,positive
glencore raises $2 5bn through share placing to help cut debt load,positive
goodwin not to face scottish prosecution over rbs,positive
news feedschroders books solid earnings growth several board changes,positive
shire sees baxalta deal closing as expected after new rules,positive
buffett s company reports 37 percent drop in 2q earnings,negative
nps prospects dependent on drug approval, neutral
eu regulator backs approval for gsk injectable asthma drug,positive
barclays poaches new chief operating officer paul compton from jp morgan chase,positive
intertek hit by pound strength oil & gas slowdown; still ups dividend,negative
glaxo s viiv healthcare signs china manufacturing deal with desano,positive
antofagasta sees lower cash costs in 2015 quick facts,positive
tesco s sales pickup isn t enough,negative
update 1 uk to start selling remaining royal mail shares,negative
uk lawmakers warn royal mail against further price hikes,negative
brief legal & general s retirement business books 4 billion stg h1 sales,positive
can standard chartered plc bp plc & burberry group plc keep charging, neutral
tesco share price closes higher as two more directors leave grocer,positive
tesco share price: korean currency slide may hit homeplus sale plans,negative
bae systems s sales boosted by european typhoon and currencies,positive
ab inbev s latest bid said unlikely to win sabmiller s approval,positive
rio tinto ceo sam walsh rejects fears over china growth demand,positive
diageo heineken exchange emerging market brewing assets,positive
barclays ceo staley says brexit slump caused by profit fears,negative
barclays picks ex jpmorgan exec staley as new ceo to start dec 1, neutral
refile hikma and barclays help britain s ftse to climb higher,positive
update 3 barclays fined for lax crime checks in deal of century,negative
bt group s third quarter revenues rise as restructure unveiled,positive
bp ends 27 year sponsorship of tate as falling oil price takes toll,negative
marketsmoneysupermarket slides 11 on barclays brexit warning,negative
the uk government s call to sell shares in royal bank of scotland group plc,negative
tesco share price dips as blinkbox books closes ending supermarket s digital,negative
jim armitage: barclays boss jes staley steps up to the plate with post leave positivity,positive
update 1 astrazeneca buys zs pharma for $2 7 billion pips actelion,positive
glencore shares hit 3 month high after refinancing key credit line,positive
tesco leads leap in ftse 100; marks & spencer drops,positive
valeant ceo returns from leave company withdraws guidance,positive
bp judge urged to impose $11 7 billion plus spill fine,negative
aggreko 2015 profit declines quick facts,negative
shell s $70 billion bg deal meets shareholder skepticism,negative
aberdeen am posts h1 outflows says conditions to remain challenging,negative
shell to buy bg group in $69 7 billion takeover,positive
glaxosmithkline rebound gathering pace says outgoing ceo,positive
bpi says caixabank isabel dos santos reach agreement over angola exposure,positive
bp slashes capital spending by 20,negative
royal bank of scotland fortunes ebbed and flowed under 3 chiefs, neutral
update 1 bhp billiton s credit ratings fragile in fy16 agencies warn,negative
tushar morzaria is bookies favourite to be new barclays chief executive, neutral
kingfisher set to open another 200 screwfix stores,positive
bidders abandon auction of tesco data unit,negative
update 5 sabmiller rejects ab inbev s $104 bln takeover approach,negative
persimmon sells 17 more houses in 2014,positive
sugar tax spurs pepsi owner britvic to change drinks recipes by 2020,negative
tesco share price: brand guarantee comes under fire,negative
jim armitage: spare no tears as glencore s bosses are paying such a small price,negative
morrisons book second consecutive quarter of sales growth,positive
wpp world s largest ad agency reports strong 2015 growth,positive
standard life slips as greek worries peg back britain s ftse,negative
travis perkins to create 4000 jobs,positive
companiesnew aggreko ceo to reshape business strip costs,positive
miners meltdown as bhp to rio tinto sink in commodities rout,negative
sainsbury s asda tesco and morrisons will all cut petrol prices as oil falls,negative
